"controller","condition","item","reading_time","NA","subject","group_G","ambiguity_G","ambiguity","group"
"DashedSentence","exp1-2","24",251,"False","Native 38","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","10",2850,"False","Native 38","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","18",3061,"False","Native 38","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","20",2220,"False","Native 38","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","4",3614,"False","Native 38","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","13",3214,"False","Native 38","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","22",3494,"False","Native 38","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","14",2712,"False","Native 38","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","12",2850,"False","Native 38","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","9",7293,"False","Native 38","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","7",3390,"False","Native 38","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","2",3130,"False","Native 38","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","1",4419,"False","Native 38","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","17",8430,"False","Native 38","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","5",6740,"False","Native 38","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","8",3070,"False","Native 38","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","11",3108,"False","Native 38","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","13",3503,"False","Native 39","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","9",4903,"False","Native 39","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","3",4910,"False","Native 39","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","1",1624,"False","Native 39","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","17",3535,"False","Native 39","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","19",7179,"False","Native 39","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","20",4252,"False","Native 39","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","21",4230,"False","Native 39","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","23",1677,"False","Native 39","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","18",2662,"False","Native 39","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","8",3404,"False","Native 39","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","14",5304,"False","Native 39","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","5",3526,"False","Native 39","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","16",5030,"False","Native 39","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","4",3009,"False","Native 39","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","6",4815,"False","Native 39","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","7",4393,"False","Native 39","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","10",3610,"False","Native 39","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","2",4341,"False","Native 39","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","24",2221,"False","Native 39","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","12",5188,"False","Native 39","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","15",3102,"False","Native 39","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","22",5373,"False","Native 39","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","11",4417,"False","Native 39","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","23",6846,"False","Native 40","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","12",2686,"False","Native 40","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","10",4299,"False","Native 40","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","1",4392,"False","Native 40","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","19",6453,"False","Native 40","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","17",4767,"False","Native 40","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","6",8242,"False","Native 40","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","3",5516,"False","Native 40","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","20",3730,"False","Native 40","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-4","7",3273,"False","Native 40","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-2","5",2348,"False","Native 40","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","2",8132,"False","Native 40","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","21",4170,"False","Native 40","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","18",5926,"False","Native 40","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","24",9605,"False","Native 40","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","9",3101,"False","Native 40","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","11",5466,"False","Native 40","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-4","15",4960,"False","Native 40","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-3","22",7142,"False","Native 40","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-3","14",7058,"False","Native 40","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-2","13",6450,"False","Native 40","Native","Unambiguous",-0.5,-0.5
"DashedSentence","exp1-1","8",3589,"False","Native 40","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","4",4299,"False","Native 40","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","16",3085,"False","Native 40","Native","Ambiguous",0.5,-0.5
"DashedSentence","exp1-1","13",3455,"False","Non-Native 1","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-1","21",3890,"False","Non-Native 1","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-1","17",5567,"False","Non-Native 1","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-4","12",3881,"False","Non-Native 1","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-4","20",3120,"False","Non-Native 1","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-4","24",3330,"False","Non-Native 1","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-2","2",5209,"False","Non-Native 1","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-1","9",3279,"False","Non-Native 1","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-4","4",2323,"False","Non-Native 1","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-4","16",3106,"False","Non-Native 1","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-2","14",3997,"False","Non-Native 1","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-2","18",4355,"False","Non-Native 1","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-3","23",2981,"False","Non-Native 1","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-4","8",2802,"False","Non-Native 1","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-1","1",3875,"False","Non-Native 1","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-1","5",4507,"False","Non-Native 1","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-2","10",3307,"False","Non-Native 1","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-3","19",3666,"False","Non-Native 1","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-3","15",3618,"False","Non-Native 1","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-3","3",3938,"False","Non-Native 1","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-3","11",3354,"False","Non-Native 1","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-2","22",3193,"False","Non-Native 1","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-3","7",3572,"False","Non-Native 1","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-2","6",2529,"False","Non-Native 1","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-2","1",2199,"False","Non-Native 2","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-2","5",4952,"False","Non-Native 2","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-3","2",4575,"False","Non-Native 2","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-2","13",4792,"False","Non-Native 2","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-1","24",8639,"False","Non-Native 2","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-1","4",6537,"False","Non-Native 2","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-3","6",3465,"False","Non-Native 2","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-4","23",4798,"False","Non-Native 2","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-1","20",2343,"False","Non-Native 2","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-3","10",3571,"False","Non-Native 2","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-4","11",3567,"False","Non-Native 2","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-4","3",3450,"False","Non-Native 2","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-1","16",4000,"False","Non-Native 2","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-1","12",3919,"False","Non-Native 2","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-3","18",2508,"False","Non-Native 2","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-4","15",3334,"False","Non-Native 2","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-3","22",3060,"False","Non-Native 2","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-2","9",2771,"False","Non-Native 2","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-4","19",4341,"False","Non-Native 2","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-2","17",2433,"False","Non-Native 2","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-1","8",1659,"False","Non-Native 2","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-2","21",3336,"False","Non-Native 2","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-3","14",3152,"False","Non-Native 2","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-4","7",4455,"False","Non-Native 2","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-4","2",2939,"False","Non-Native 3","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-4","14",3850,"False","Non-Native 3","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-3","13",5864,"False","Non-Native 3","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-4","10",4003,"False","Non-Native 3","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-3","9",8632,"False","Non-Native 3","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-4","6",4920,"False","Non-Native 3","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-2","20",3257,"False","Non-Native 3","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-1","23",7268,"False","Non-Native 3","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-3","21",13242,"False","Non-Native 3","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-3","1",3853,"False","Non-Native 3","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-1","7",7290,"False","Non-Native 3","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-1","19",3874,"False","Non-Native 3","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-2","24",9302,"False","Non-Native 3","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-2","16",3987,"False","Non-Native 3","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-3","5",6106,"False","Non-Native 3","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-2","8",3881,"False","Non-Native 3","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-1","3",6307,"False","Non-Native 3","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-4","18",5550,"False","Non-Native 3","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-3","17",7291,"False","Non-Native 3","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-2","4",3602,"False","Non-Native 3","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-4","22",4908,"False","Non-Native 3","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-1","11",5491,"False","Non-Native 3","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-1","15",7012,"False","Non-Native 3","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-2","12",3725,"False","Non-Native 3","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-2","23",3894,"False","Non-Native 4","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-1","14",3320,"False","Non-Native 4","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-1","18",4297,"False","Non-Native 4","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-1","2",5771,"False","Non-Native 4","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-3","24",11110,"False","Non-Native 4","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-4","5",10363,"False","Non-Native 4","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-1","22",4483,"False","Non-Native 4","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-3","8",13296,"False","Non-Native 4","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-3","16",4181,"False","Non-Native 4","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-2","11",6416,"False","Non-Native 4","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-3","4",15710,"False","Non-Native 4","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-1","6",10493,"False","Non-Native 4","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-2","3",3939,"False","Non-Native 4","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-4","13",2799,"False","Non-Native 4","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-2","19",7155,"False","Non-Native 4","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-4","21",13919,"False","Non-Native 4","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-4","9",2377,"False","Non-Native 4","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-4","17",2850,"False","Non-Native 4","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-1","10",7511,"False","Non-Native 4","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-2","15",7666,"False","Non-Native 4","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-4","1",2283,"False","Non-Native 4","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-3","12",6536,"False","Non-Native 4","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-2","7",13295,"False","Non-Native 4","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-3","20",3331,"False","Non-Native 4","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-4","16",4417,"False","Non-Native 5","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-2","6",2715,"False","Non-Native 5","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-3","7",9822,"False","Non-Native 5","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-4","8",6174,"False","Non-Native 5","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-4","12",4909,"False","Non-Native 5","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-2","14",3203,"False","Non-Native 5","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-2","2",5743,"False","Non-Native 5","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-1","21",5500,"False","Non-Native 5","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-1","17",3292,"False","Non-Native 5","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-3","11",7084,"False","Non-Native 5","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-2","10",4265,"False","Non-Native 5","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-3","23",7278,"False","Non-Native 5","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-3","19",6686,"False","Non-Native 5","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-3","3",4419,"False","Non-Native 5","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-1","13",4338,"False","Non-Native 5","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-4","24",3270,"False","Non-Native 5","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-4","20",3335,"False","Non-Native 5","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-1","1",11464,"False","Non-Native 5","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-2","22",3447,"False","Non-Native 5","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-1","9",3172,"False","Non-Native 5","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-2","18",3933,"False","Non-Native 5","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-4","4",7260,"False","Non-Native 5","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-3","15",4715,"False","Non-Native 5","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-1","5",6409,"False","Non-Native 5","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-1","20",5694,"False","Non-Native 6","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-1","8",6123,"False","Non-Native 6","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-4","19",5923,"False","Non-Native 6","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-4","11",4974,"False","Non-Native 6","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-2","17",3788,"False","Non-Native 6","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-3","18",8582,"False","Non-Native 6","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-2","1",3140,"False","Non-Native 6","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-1","24",8491,"False","Non-Native 6","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-4","23",7071,"False","Non-Native 6","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-3","22",4863,"False","Non-Native 6","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-4","7",6593,"False","Non-Native 6","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-3","10",6328,"False","Non-Native 6","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-3","14",5835,"False","Non-Native 6","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-2","21",12439,"False","Non-Native 6","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-1","4",6568,"False","Non-Native 6","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-1","12",7684,"False","Non-Native 6","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-2","5",4084,"False","Non-Native 6","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-1","16",3518,"False","Non-Native 6","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-3","2",3637,"False","Non-Native 6","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-4","15",8993,"False","Non-Native 6","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-4","3",3995,"False","Non-Native 6","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-2","13",5168,"False","Non-Native 6","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-3","6",2205,"False","Non-Native 6","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-2","9",3106,"False","Non-Native 6","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-1","15",7114,"False","Non-Native 7","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-1","23",8753,"False","Non-Native 7","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-3","1",4748,"False","Non-Native 7","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-2","16",4629,"False","Non-Native 7","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-2","12",9389,"False","Non-Native 7","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-2","20",6400,"False","Non-Native 7","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-1","19",6302,"False","Non-Native 7","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-2","24",8035,"False","Non-Native 7","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-3","17",5002,"False","Non-Native 7","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-2","4",2804,"False","Non-Native 7","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-3","9",1568,"False","Non-Native 7","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-4","18",6349,"False","Non-Native 7","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-3","21",3340,"False","Non-Native 7","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-1","7",4224,"False","Non-Native 7","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-3","13",4043,"False","Non-Native 7","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-2","8",5380,"False","Non-Native 7","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-4","10",5950,"False","Non-Native 7","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-1","11",6100,"False","Non-Native 7","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-3","5",12333,"False","Non-Native 7","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-4","2",9380,"False","Non-Native 7","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-4","22",7569,"False","Non-Native 7","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-1","3",7000,"False","Non-Native 7","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-4","14",6798,"False","Non-Native 7","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-4","6",5057,"False","Non-Native 7","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-3","24",6875,"False","Non-Native 8","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-2","3",6087,"False","Non-Native 8","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-1","22",5929,"False","Non-Native 8","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-2","7",3533,"False","Non-Native 8","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-3","8",6524,"False","Non-Native 8","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-3","12",3366,"False","Non-Native 8","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-1","14",13139,"False","Non-Native 8","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-4","13",5940,"False","Non-Native 8","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-3","20",3152,"False","Non-Native 8","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-1","10",3223,"False","Non-Native 8","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-4","21",4324,"False","Non-Native 8","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-1","6",5732,"False","Non-Native 8","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-3","16",8763,"False","Non-Native 8","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-1","18",7416,"False","Non-Native 8","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-2","11",3811,"False","Non-Native 8","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-4","1",3699,"False","Non-Native 8","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-2","15",3705,"False","Non-Native 8","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-4","17",3246,"False","Non-Native 8","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-4","9",8972,"False","Non-Native 8","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-2","19",4712,"False","Non-Native 8","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-3","4",3418,"False","Non-Native 8","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-1","2",3110,"False","Non-Native 8","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-2","23",5148,"False","Non-Native 8","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-4","5",6545,"False","Non-Native 8","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-2","6",3614,"False","Non-Native 9","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-4","12",5208,"False","Non-Native 9","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-3","19",5464,"False","Non-Native 9","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-3","7",5179,"False","Non-Native 9","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-3","15",4600,"False","Non-Native 9","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-1","13",3143,"False","Non-Native 9","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-1","9",3421,"False","Non-Native 9","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-2","10",2820,"False","Non-Native 9","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-4","16",2764,"False","Non-Native 9","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-1","5",16975,"False","Non-Native 9","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-4","8",2630,"False","Non-Native 9","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-1","21",5117,"False","Non-Native 9","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-2","2",7757,"False","Non-Native 9","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-3","23",10040,"False","Non-Native 9","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-3","3",4345,"False","Non-Native 9","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-1","17",3390,"False","Non-Native 9","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-3","11",3659,"False","Non-Native 9","Non-Native","Ambiguous",0.5,0.5
"DashedSentence","exp1-4","20",2492,"False","Non-Native 9","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-2","18",2826,"False","Non-Native 9","Non-Native","Unambiguous",-0.5,0.5
"DashedSentence","exp1-2","22",4611,"False","Non-Native 9","Non-Native","Unambiguous",-0.5,0.5
